shot_id,shot_made_flag
1,0.400780429455
8,0.343844377932
17,0.659080223744
20,0.746412436854
33,0.353875225951
34,0.461957233113
35,0.570685781559
36,0.565382362367
37,0.612189241344
38,0.383610068097
45,0.444600537785
50,0.328950630258
55,0.282976028374
60,0.294839868221
66,0.274182335075
67,0.337548969595
71,0.412776022849
80,0.247880193651
85,0.316277949711
86,0.608871728256
95,0.609564881253
104,0.363537254126
113,0.348378051756
123,0.302283850594
126,0.817465032004
133,0.537467145863
141,0.23079819165
144,0.464326116592
150,0.684080892477
152,0.426991278749
153,0.665660951095
156,0.330070111901
159,0.927143240544
165,0.619564177235
172,0.449202942022
182,0.920825575687
192,0.454665108357
193,0.675492171868
196,0.413858310629
202,0.39613002284
210,0.342339059788
211,0.41148186617
228,0.93829784528
257,0.410437603034
260,0.395181437911
264,0.365844717533
267,0.710280526326
279,0.934833562615
282,0.380102107237
293,0.350086986652
299,0.838772383998
300,0.71108875001
301,0.817479246734
317,0.354961212972
327,0.410409111565
328,0.311755071143
335,0.412669598498
346,0.803947673529
348,0.2486513862
365,0.392496552346
390,0.705492469013
391,0.689828403281
392,0.79626768919
397,0.372987532461
418,0.404908911318
428,0.217296809889
434,0.637240235984
439,0.526208514965
440,0.434729799319
456,0.320068321011
459,0.287876763802
472,0.423683971018
480,0.262411961901
491,0.315609130426
497,0.359303105228
509,0.383463771884
511,0.329876429818
523,0.245647973239
533,0.415371650989
544,0.379548736021
546,0.368148292819
555,0.642248419417
558,0.366291135451
560,0.372751321428
573,0.323012571047
591,0.417571842516
596,0.304312281383
597,0.397000679993
601,0.553813246922
605,0.433559480719
617,0.337046849819
628,0.302374625486
634,0.360005004105
646,0.267861600863
649,0.352714531571
651,0.683461849081
654,0.880925659313
656,0.428789304693
657,0.416910704825
669,0.403726197534
670,0.923529575552
693,0.717265649846
694,0.283953950281
699,0.417754069731
711,0.412567875696
718,0.373417867352
722,0.337146192242
723,0.359339139361
725,0.713300524852
734,0.381060415921
735,0.434670947071
737,0.804535127111
746,0.326689848995
747,0.729043968501
766,0.378098719551
767,0.33814707341
771,0.274526514731
773,0.233552089468
774,0.353988171027
783,0.265888767243
784,0.386269370797
789,0.312679701105
792,0.388822241831
804,0.316358153435
809,0.382130521708
812,0.330219706638
813,0.375760932426
817,0.301174441025
820,0.351322335257
825,0.360393278347
826,0.35205529983
829,0.383965967846
855,0.428090306683
859,0.6989562704
862,0.411624442165
870,0.402533489065
876,0.37407586708
880,0.37539577684
886,0.947124613028
889,0.853763117488
891,0.421720321336
897,0.944193721634
902,0.353638236291
903,0.32761485095
908,0.42137726467
909,0.34343971395
920,0.347803510348
922,0.395493027229
924,0.637324780779
932,0.36225829746
934,0.327514126951
937,0.389226907288
941,0.36666591726
943,0.423414480967
950,0.382685717624
952,0.301842620297
954,0.930356438521
963,0.365931000714
975,0.41665834467
979,0.38005436945
981,0.448100841604
983,0.216910031758
985,0.456462407165
989,0.39677607227
995,0.436033405327
998,0.40556896064
1008,0.273204415795
1019,0.684978826436
1023,0.41412392202
1026,0.339313088085
1029,0.726155328048
1034,0.874666739397
1036,0.740885948821
1038,0.323314922949
1039,0.694279336826
1051,0.331249485839
1052,0.286862486168
1066,0.323727169103
1087,0.285561397372
1092,0.264995065425
1094,0.74770160488
1098,0.410053110303
1099,0.372149150979
1102,0.359827352465
1118,0.394307204906
1131,0.288564152783
1133,0.720784854011
1135,0.934925068895
1138,0.570763099131
1139,0.859956921788
1142,0.410023846336
1151,0.346431431002
1152,0.380632317333
1155,0.604891664764
1165,0.357543314521
1167,0.89954624938
1172,0.320178124443
1174,0.718126289285
1180,0.456352250171
1200,0.438970381467
1202,0.404545253121
1227,0.61425848203
1228,0.595965368325
1229,0.36212539395
1237,0.451392376073
1241,0.401109501431
1256,0.324994972289
1279,0.404383828201
1293,0.248851495406
1295,0.329792096113
1319,0.721920452275
1320,0.373643267831
1321,0.803573289282
1322,0.74316607594
1334,0.250902575162
1351,0.67545444261
1373,0.319479120343
1375,0.284963781827
1380,0.371876118421
1382,0.688514588326
1385,0.454981117358
1399,0.415920313478
1403,0.87452747588
1428,0.267829442674
1434,0.338183693984
1444,0.942344991289
1448,0.39656705379
1466,0.864440534009
1476,0.361261131062
1478,0.402693765748
1485,0.389948191383
1491,0.610601412709
1494,0.720505806448
1500,0.388553715021
1501,0.721139478611
1503,0.445083962254
1519,0.643989246436
1524,0.328466470802
1529,0.760702178611
1533,0.704733582319
1538,0.957044462659
1539,0.377028477083
1546,0.427273442527
1555,0.328871078401
1559,0.367780426871
1563,0.753748736405
1565,0.777608150301
1574,0.378821867169
1591,0.306138819911
1594,0.24627307166
1605,0.252469267317
1611,0.410691839885
1614,0.341836902337
1620,0.371709011075
1626,0.307745716958
1630,0.40412549527
1632,0.378068241934
1634,0.313307783977
1643,0.300215202253
1651,0.458490475039
1655,0.360521497605
1658,0.282199230505
1659,0.348094104031
1665,0.396727987453
1675,0.342083514209
1680,0.616818098654
1690,0.366194511005
1696,0.327599512588
1714,0.285017065242
1721,0.405391697608
1726,0.426899493308
1728,0.445008633886
1734,0.387796955454
1735,0.348691351024
1740,0.359029845283
1744,0.817719458913
1747,0.333696033952
1752,0.231572211802
1763,0.726175248358
1765,0.728086619067
1769,0.37222799966
1785,0.702781807608
1787,0.335730210458
1788,0.371853249856
1793,0.305387989129
1800,0.388168676137
1825,0.447492520148
1826,0.72050952062
1834,0.378394876176
1843,0.347636528282
1844,0.347636528282
1848,0.356001290053
1849,0.352829783786
1860,0.356188197919
1863,0.361570428258
1875,0.671712384065
1883,0.398376607517
1890,0.425065555259
1892,0.396987426057
1893,0.375737941496
1897,0.353418180001
1905,0.424911066066
1908,0.566491180121
1931,0.331431389889
1940,0.875116741889
1943,0.361574453462
1947,0.187090607852
1965,0.823592439471
1967,0.438045486518
1968,0.442942720739
1972,0.731347292663
1982,0.311294917871
1985,0.290760728091
2005,0.738643398804
2010,0.690608944471
2021,0.381338757137
2024,0.770859768001
2036,0.460083768965
2043,0.562023615079
2047,0.571624856062
2049,0.437833997238
2055,0.318467873677
2065,0.439256840126
2066,0.288493705495
2070,0.289056982604
2077,0.922955782282
2085,0.520153365391
2095,0.623861076875
2097,0.660529089787
2108,0.369795934612
2112,0.540950546826
2113,0.620156366801
2122,0.197982181658
2139,0.388832163388
2144,0.586838755237
2146,0.305966987366
2148,0.218671053399
2149,0.704501477922
2157,0.374508036494
