shot_id,shot_made_flag
1,0.390262931585
8,0.356497645378
17,0.650841236115
20,0.736055731773
33,0.359061688185
34,0.445045948029
35,0.543129086494
36,0.530720829964
37,0.649328172207
38,0.378149539232
45,0.444180220366
50,0.339917361736
55,0.292852282524
60,0.303657621145
66,0.263179123402
67,0.339416593313
71,0.41138446331
80,0.247623458505
85,0.324498474598
86,0.599793612957
95,0.592937886715
104,0.357988208532
113,0.346171021461
123,0.309345901012
126,0.835160017014
133,0.595945596695
141,0.230723649263
144,0.443082004786
150,0.703237593174
152,0.428723931313
153,0.691346645355
156,0.337033778429
159,0.911692082882
165,0.508660972118
172,0.435086607933
182,0.903189897537
192,0.441478699446
193,0.664671301842
196,0.401669979095
202,0.377117812634
210,0.332370012999
211,0.397728532553
228,0.947231888771
257,0.405792802572
260,0.397945255041
264,0.359087258577
267,0.678015589714
279,0.932869791985
282,0.383168131113
293,0.350112557411
299,0.856159448624
300,0.676077723503
301,0.811117053032
317,0.349317163229
327,0.409795433283
328,0.309441059828
335,0.389917582273
346,0.80595356226
348,0.245742082596
365,0.382209330797
390,0.695263743401
391,0.674412310123
392,0.805723845959
397,0.357534170151
418,0.414763987064
428,0.223188683391
434,0.627284526825
439,0.520016670227
440,0.432746142149
456,0.325325787067
459,0.278005838394
472,0.425722450018
480,0.24841247499
491,0.326657474041
497,0.345828324556
509,0.382613062859
511,0.338620752096
523,0.221548035741
533,0.412579804659
544,0.405637651682
546,0.373543024063
555,0.641676485538
558,0.37609604001
560,0.350949019194
573,0.318261027336
591,0.41484734416
596,0.318105250597
597,0.394583135843
601,0.563861131668
605,0.42741522193
617,0.333268672228
628,0.310691684484
634,0.366239249706
646,0.279510051012
649,0.356433272362
651,0.687215566635
654,0.867525279522
656,0.455831348896
657,0.420903742313
669,0.401009917259
670,0.907674610615
693,0.7162540555
694,0.264227122068
699,0.408284187317
711,0.402965545654
718,0.374083697796
722,0.332910239697
723,0.350133448839
725,0.685945868492
734,0.369469046593
735,0.44514811039
737,0.808506906033
746,0.320900321007
747,0.712035119534
766,0.377911061049
767,0.340080618858
771,0.264768332243
773,0.229637891054
774,0.355623304844
783,0.240213543177
784,0.382147401571
789,0.307387173176
792,0.384293287992
804,0.322700709105
809,0.367857068777
812,0.333835124969
813,0.383350789547
817,0.304911315441
820,0.339574187994
825,0.358992010355
826,0.354627132416
829,0.393116116524
855,0.426785290241
859,0.685029804707
862,0.412419378757
870,0.40196532011
876,0.360224694014
880,0.384290069342
886,0.979580819607
889,0.874134898186
891,0.438539147377
897,0.978918731213
902,0.371698737144
903,0.33654281497
908,0.421071380377
909,0.351033836603
920,0.364589601755
922,0.396773010492
924,0.648787677288
932,0.365126997232
934,0.36591899395
937,0.405535310507
941,0.369237750769
943,0.412967383862
950,0.380750417709
952,0.305443018675
954,0.913011193275
963,0.357415139675
975,0.414083838463
979,0.386573791504
981,0.411094039679
983,0.245618075132
985,0.471114575863
989,0.416935920715
995,0.43279927969
998,0.4195073843
1008,0.266037464142
1019,0.657425940037
1023,0.402373939753
1026,0.343598157167
1029,0.704693078995
1034,0.88874322176
1036,0.740492403507
1038,0.320995002985
1039,0.683887124062
1051,0.344161480665
1052,0.265446841717
1066,0.306682467461
1087,0.268103569746
1092,0.260077416897
1094,0.755592942238
1098,0.405021935701
1099,0.385673344135
1102,0.360253304243
1118,0.401489019394
1131,0.307036966085
1133,0.713892281055
1135,0.932188570499
1138,0.560611486435
1139,0.887875497341
1142,0.403246074915
1151,0.380994319916
1152,0.377476871014
1155,0.603917896748
1165,0.363353103399
1167,0.925120651722
1172,0.337256401777
1174,0.685012459755
1180,0.47824805975
1200,0.43392047286
1202,0.393973737955
1227,0.592872738838
1228,0.650390207767
1229,0.365369707346
1237,0.439129590988
1241,0.398109167814
1256,0.334275066853
1279,0.397253751755
1293,0.250704139471
1295,0.310035347939
1319,0.723453819752
1320,0.380944311619
1321,0.806351780891
1322,0.73385900259
1334,0.276387810707
1351,0.662681698799
1373,0.3082716465
1375,0.287831634283
1380,0.386431515217
1382,0.701388537884
1385,0.423977762461
1399,0.413422435522
1403,0.922077775002
1428,0.279295414686
1434,0.342366307974
1444,0.941921591759
1448,0.391656428576
1466,0.877188980579
1476,0.36793550849
1478,0.399157941341
1485,0.389306992292
1491,0.622036755085
1494,0.678699374199
1500,0.396473199129
1501,0.690168380737
1503,0.433141231537
1519,0.637564063072
1524,0.317513376474
1529,0.773407518864
1533,0.66153305769
1538,0.97611784935
1539,0.37216475606
1546,0.418235123158
1555,0.330230176449
1559,0.378710836172
1563,0.741531848907
1565,0.765063822269
1574,0.38578659296
1591,0.309524387121
1594,0.245294198394
1605,0.26557675004
1611,0.398424774408
1614,0.341214418411
1620,0.377075463533
1626,0.311312794685
1630,0.39857968688
1632,0.392537385225
1634,0.320754110813
1643,0.302296340466
1651,0.444848626852
1655,0.357117325068
1658,0.278150647879
1659,0.337134182453
1665,0.393520534039
1675,0.317826956511
1680,0.514940977097
1690,0.36275613308
1696,0.32987883687
1714,0.269465178251
1721,0.389497429132
1726,0.423970371485
1728,0.448036313057
1734,0.381532460451
1735,0.347660928965
1740,0.38524723053
1744,0.857779681683
1747,0.344271421432
1752,0.22776068747
1763,0.734881222248
1765,0.711217939854
